0,0,0
0.099833417,0.149438132,0.08900715
0.198669331,0.295520207,0.183490595
0.295520207,0.434965534,0.278731725
0.389418342,0.564642473,0.372858379
0.479425539,0.68163876,0.464409884
0.564642473,0.78332691,0.552090397
0.644217687,0.867423226,0.63470525
0.717356091,0.932039086,0.711143852
0.78332691,0.975723358,0.78037872
0.841470985,0.997494987,0.841470985
0.89120736,0.996865028,0.893578498
0.932039086,0.973847631,0.935964788
0.963558185,0.928959715,0.968007888
0.98544973,0.863209367,0.989208492
0.997494987,0.778073197,0.999197061
0.999573603,0.675463181,0.997739621
0.99166481,0.557683717,0.984742078
0.973847631,0.42737988,0.960252897
0.946300088,0.287478012,0.924464069
0.909297427,0.141120008,0.877710288
0.863209367,-0.008407247,0.820466314
0.808496404,-0.157745694,0.753342519
0.745705212,-0.303541513,0.677078643
0.675463181,-0.442520443,0.592535803
0.598472144,-0.571561319,0.500686852
0.515501372,-0.687766159,0.402605166
0.42737988,-0.788525254,0.299452005
0.33498815,-0.871575772,0.19246258
0.239249329,-0.935052578,0.082931007
0.141120008,-0.977530118,-0.027805688
0.041580662,-0.998054439,-0.138384289
-0.058374143,-0.996164609,-0.247432647
-0.157745694,-0.971903069,-0.353587239
-0.255541102,-0.925814682,-0.455510799
-0.350783228,-0.858934493,-0.551909794
-0.442520443,-0.772764488,-0.641551518
-0.529836141,-0.669239857,-0.723280551
-0.611857891,-0.550685543,-0.796034382
-0.687766159,-0.419764018,-0.858857965
-0.756802495,-0.279415498,-0.910917005
-0.818277111,-0.132791909,-0.951509785
-0.871575772,0.0168139,-0.980077362
-0.916165937,0.166042106,-0.996211977
-0.951602074,0.311541364,-0.999663549
-0.977530118,0.450044074,-0.990344142
-0.993691004,0.578439764,-0.968330338
-0.999923258,0.693844945,-0.933863447
-0.996164609,0.793667864,-0.887347541
-0.982452613,0.875666714,-0.829345316
-0.958924275,0.937999977,-0.760571806
-0.925814682,0.979267783,-0.681886032
-0.883454656,0.998543345,-0.594280664
-0.832267442,0.995393777,-0.498869815
-0.772764488,0.969889811,-0.396875134
-0.705540326,0.92260421,-0.28961034
-0.631266638,0.854598908,-0.178464419
-0.550685543,0.767401157,-0.064883683
-0.464602179,0.66296923,0.049647072
-0.373876665,0.543648444,0.163624059
-0.279415498,0.412118485,0.275544399
-0.182162504,0.271333234,0.383926138
-0.083089403,0.124454424,0.48732813
0.0168139,-0.025219365,0.584369517
0.116549205,-0.174326781,0.673748516
0.215119988,-0.319519194,0.754260281
0.311541364,-0.457535894,0.82481357
0.404849921,-0.585277324,0.88444599
0.494113351,-0.699874688,0.932337598
0.578439764,-0.798754374,0.967822663
0.656986599,-0.87969576,0.99039941
0.72896904,-0.940881075,0.999737606
0.793667864,-0.98093623,0.995683862
0.850436621,-0.998961672,0.978264561
0.898708096,-0.994552588,0.947686364
0.937999977,-0.967807998,0.904334257
0.967919672,-0.919328526,0.848767165
0.988168234,-0.850202917,0.781711155
0.998543345,-0.761983584,0.704050329
0.998941342,-0.656651742,0.616815494
0.989358247,-0.536572918,0.521170772
0.969889811,-0.404443823,0.418398298
0.940730557,-0.263231791,0.309881223
0.902171834,-0.116108141,0.197085238
0.854598908,0.033623047,0.081538862
0.798487113,0.182599135,-0.035187232
0.734397098,0.327474439,-0.151501592
0.66296923,0.464995374,-0.26581374
0.584917193,0.592073515,-0.376556043
0.501020856,0.705854961,-0.482205361
0.412118485,0.803784427,-0.581304202
0.319098362,0.883662627,-0.672481067
0.222889914,0.943695669,-0.754469705
0.124454424,0.982535342,-0.826127006
0.024775425,0.999309389,-0.886449264
-0.07515112,0.993641101,-0.934586594
-0.174326781,0.965657777,-0.969855268
-0.271760626,0.91598786,-0.991747805
-0.366479129,0.845746831,-0.999940649
-0.457535894,0.756512152,-0.994299328
-0.544021111,0.65028784,-0.974880988
-0.625070649,0.529459466,-0.941934272
-0.699874688,0.396740573,-0.895896526
-0.76768581,0.255111743,-0.837388346
-0.827826469,0.107753652,-0.767205544
-0.87969576,-0.042024353,-0.686308625
-0.922775422,-0.190858581,-0.595809906
-0.956635016,-0.335406538,-0.49695846
-0.98093623,-0.472421986,-0.391123067
-0.995436253,-0.598827856,-0.279773422
-0.999990207,-0.711785342,-0.164459839
-0.994552588,-0.808757665,-0.046791739
-0.979177729,-0.887567034,0.071584774
-0.95401925,-0.94644356,0.189009956
-0.919328526,-0.984065005,0.303833741
-0.875452175,-0.999586471,0.414439014
-0.822828595,-0.99265938,0.519264517
-0.761983584,-0.9634393,0.616827048
-0.693525085,-0.91258245,0.705742639
-0.618137112,-0.841230965,0.784746416
-0.536572918,-0.750987247,0.852710839
-0.449647465,-0.643877974,0.908662068
-0.358229282,-0.52230859,0.951794205
-0.263231791,-0.389009281,0.981481205
-0.165604175,-0.246973662,0.997286273
-0.066321897,-0.099391547,0.998968601
0.033623047,0.050422688,0.986487345
0.133232041,0.199104538,0.96000276
0.231509825,0.343314929,0.919874477
0.327474439,0.479815207,0.866656929
0.420167037,0.60553987,0.801091978
0.508661464,0.717665413,0.724098842
0.592073515,0.813673738,0.636761446
0.669569762,0.891408704,0.54031338
0.74037589,0.949124554,0.436120658
0.803784427,0.985525112,0.325662525
0.859161815,0.9997929,0.210510577
0.905954742,0.991607496,0.09230648
0.943695669,0.961152725,-0.027261376
0.972007501,0.909112535,-0.146481987
0.990607356,0.836655639,-0.263646238
0.999309389,0.74540926,-0.377071458
0.998026653,0.637422596,-0.485125677
0.986771964,0.515120795,-0.586251228
0.965657777,0.381250492,-0.678987351
0.934895056,0.238818124,-0.76199147
0.894791172,0.091022416,-0.834058835
0.845746831,-0.058817459,-0.894140228
0.788252067,-0.207336421,-0.941357477
0.72288135,-0.351199053,-0.975016551
0.65028784,-0.487174512,-0.994618017
0.57119687,-0.612209082,-0.999864725
0.486398689,-0.723494756,-0.990666574
0.396740573,-0.818532297,-0.9671423
0.303118357,-0.895187368,-0.929618232
0.206467482,-0.95173846,-0.878624034
0.107753652,-0.986915558,-0.814885486
0.007963184,-0.999928661,-0.739314389
-0.09190685,-0.990485521,-0.652995734
-0.190858581,-0.958798212,-0.557172325
-0.287903317,-0.905578362,-0.453227047
-0.382071417,-0.832021174,-0.342663053
-0.472421986,-0.739778585,-0.227082141
-0.558052271,-0.630922164,-0.108161631
